category,image,sub_category,product_name,price,about,how_to,ingredients
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1583741266.png,FACE,BB Cream Every Day,29000,"Water Break Technology dapat melepaskan bulir-bulir air yang memberikan kesegaran dan efek lembab seketika. Membantu menyamarkan ketidaksempurnaan, warna kulit tidak merata, dan membuat kulit terlihat lebih halus. Kandungan Aloe Vera Extract & Bio-Hyaluronic Acid dapat menutrisi kulit tetap sehat. Kombinasi Witch Hazel extract & Zinc Gluconate berfungsi sebagai oil control, membantu meringkas pori-pori, dan mengatur produksi sebum sehingga kulit tampak bebas kilap lebih lama. Sangat cocok untukmu yang beraktivitas tinggi!","Bagi kulit kering, sebaiknya menggunakan Moisturizer Wardah Skin Care Series yang disesuaikan dengan masalah kulit sebelum menggunakan BB cream. Gunakan Wardah Powder setelah pemakaian BB cream untuk hasil optimal matte-finish., 1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573051378.png,"WISUDA UI 2021, FACE",Exclusive Creamy Foundation,96500,"Precious Satin Finish & Long Wearing Coverage. Creamy Foundation dengan tampilan satin yang dapat menutupi ketidaksempurnaan kulit, memberikan daya cover maksimal, dan meratakan warna kulit. Diformulasikan dengan Titanium Dioxide sebagai UV Protection. Kulit wajah tampak lebih halus, lembut, dan lembab menghasilkan riasan yang menempel menawan dan tahan lama.","1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu., Tips:, Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish.","Dimethicone, Caprylic/Capric Triglyceride, Ethylhexyl Methoxycinnamate, Hydrogenated Polyisobutene, Polymethyl Methacrylate, Mica, Squalane, HDI/Trimethylol Hexyllactone Crosspolymer, Hydrogenated Polycyclopentadiene, Beeswax, Microcrystalline Wax, Methyl Methacrylate Crosspolymer, Nylon-12, Silica, Candelilla (Euphorbia Cerifera) Wax, Paraffin Wax, Stearic Acid, 4-Methylbenzylidene Camphor, Dimethicone/Vinyl Dimethicone Crosspolymer, Isododecane, Cetearyl Dimethicone Crosspolymer, Aluminum Hydroxide, Butyl Methoxydibenzoylmethane, Triethoxycaprylylsilane, Methicone, BHT, Hydrogen Dimethicone, Methylparaben, Propylparaben, Tocopheryl Acetate, Macadamia Ternifolia Seed Oil, Phenoxyethanol, Fragrance, Glycine Soja (Soybean) Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Bisabolol, Isobornyl Acetate, Triticum Vulgare (Wheat) Bran Extract, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Linoleic Acid, TocopherolMay contain:CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573544024.png,FACE,Luminous  Creamy Foundation Extra Cover,40000,"Smooth and Light Feel, Looks Like Second Skin. Creamy Foundation Extra Cover dengan tekstur ringan, lembut. dan membuat make-up extra cover tahan lama. Memiliki kandungan untuk menyamarkan noda hitam dan bekas jerawat. Tidak membuat kulit mengkilap dan mudah luntur. Cocok untuk digunakan pada hari spesial-mu!","1.. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu., Tips :, Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1628842747.png,"WISUDA UI 2021, FACE",Exclusive Liquid Foundation,75150,"Ultimate Natural Look & Dewy Feel. Liquid Foundation SPF 30 memiliki tekstur ringan, powdery matte, dan memiliki Soft Focus Agent untuk menyamarkan garis halus dan kerutan. Wet Process Technology dapat menghasilkan tekstur partikel sangat halus untuk make-up ringan natural tetapi tetap cover sepanjang hari.","Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish., 1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu.","Aqua, Cyclopentasiloxane, Cyclotetrasiloxane, Butylene Glycol, Ethylhexyl Methoxycinnamate, Mica, Dimethicone, Phenyl Trimethicone, Polymethyl Methacrylate, Aluminum Starch Octenylsuccinate, HDI/Trimethylol Hexyllactone Crosspolymer, PEG/PPG-20/15 Dimethicone, 4-Methylbenzylidene Camphor, Potassium Cetyl Phosphate, Sodium Chloride, Squalane, Phenoxyethanol, Silica, Sorbitan Oleate, Butyl Methoxydibenzoylmethane, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone Crosspolymer, Triethoxycaprylylsilane, Ethylhexylglycerin, Macadamia Ternifolia Seed Oil, Propylene Glycol, Xanthan Gum, Isopropyl Titanium Triisostearate, Pearl Extract, Dimethiconol, BHT, Tocopheryl Acetate, Glycine Soja (Soybean) Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Bisabolol, Isobornyl Acetate, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Triticum Vulgare (Wheat) Bran Extract, Linoleic Acid, Tocopherol, Aluminum Hydroxide, Hydrogen Dimethicone.  May Contain:  CI 77891, CI 77492, CI 77491, CI 77499."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573544482.png,"WISUDA UI 2021, FACE",Exclusive Two Way Cake,92500,"Lustrous Matte & Velvety Texture. Perpaduan butiran velvet powder dan foundation SPF 15 yang memiliki Soft Focus Agent untuk menyamarkan garis halus dan kerutan, mampu menyerap minyak berlebih sehingga menghasilkan tampilan akhir matte. Wet Process Technology dapat menghasilkan tekstur partikel sangat halus untuk make-up ringan natural tetapi tetap cover sepanjang hari. Dilengkapi dengan Moisture Oleo Complex sebagai extra moisturizer dan antioksidan dalam menjaga kulit tetap sehat.","Gunakan Moisturizer dari Wardah Skin Care Series. Untuk tampilan lebih optimal gunakan terlebih dahulu Foundation, BB Cream atau DD Cream Aplikasikan secara merata pada wajah dan leher menggunakan spons.","Mica, Talc, Titanium Dioxide, Zinc Myristate, Squalane, Dimethicone, Methyl Methacrylate Crosspolymer, PTFE, Silica, Polymethyl Methacrylate, HDI/Trimethylol Hexyllactone Crosspolymer, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Dimethiconol Stearate, Hydrogen Dimethicone, C9-15 Fluoroalcohol Phosphate, Aluminum Hydroxide, Methicone, Quaternium-15, Macadamia Ternifolia Seed Oil, Fragrance, Tocopheryl Acetate, Glycine Soja (Soybean) Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Bisabolol, Phenoxyethanol, Isobornyl Acetate, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Triticum Vulgare (Wheat) Bran Extract, BHT, Linoleic Acid, Tocopherol, Triethoxycaprylysilane.May Contain: CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573146097.png,EYE,Aqualash Mascara,50500,"Untuk Tampilan Sempurnamu, Setiap Hari! Water-Based Technology & Fiber memberikan kemudahan dalam mengaplikasikan mascara membuat bulu mata lebih tebal dan panjang. Kandungan Vitamin E untuk perlindungan dan nutrisi bulu mata setiap harinya.","1. Aplikasikan maskara dengan mengarahkan bagian cekung sikat ke bawah dan gerakkan secara zig-zag pada bulu mata dari akar hingga ujung., 2. Balikkan arah sikat hingga cekungan berada di bagian atas, ulangi gerakan zig zag untuk merapikan dan mengangkat bulu mata sehingga terlihat lentik dan tanpa gumpalan., 3. Ulangi beberapa kali untuk mendapatkan hasil bulu mata yang panjang, tebal, dan lentik optimal., Tips :, Sebaiknya penggunaan Eyeliner dilakukan setelah penggunaan Wardah Eyeshadow dan Eyeliner. Gunakan Wardah Eye and Lip Make-Up Remover ketika akan membersihkan bagian mata dari Eyeliner.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1583801720.png,FACE,Lightening BB Cream,33500,A True Multitastker with SPF 32 PA+++,"1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu.","Aqua, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Butylene Glycol, Dimethicone, Isododecane, Niacinamide, Dimethicone Crosspolymer, Stearic Acid, Caprylyl Methicone, Cyclomethicone, Ethylhexyl Palmitate, Polyglyceryl-4-Isostearate, Aloe Barbadensis (Aloe Vera) Leaf Extract, Sodium Chloride, Triethylhexanoin, Zinc Oxide, Disteardimonium Hectorite, Cetyl PEG/PPG 10/1 Dimethicone, Hexyl Laurate, Silica, Phenoxyethanol, Dimethicone/Vinyl Dimethicone Crosspolymer, Sorbitan Olivate, Propylene Carbonate, Titanium Dioxide, Nylon-12, Tocopheryl Acetate, Glycerin, Allantoin, Triethoxycaprylylsilane, Ethylhexylglycerin, Ascorbyl Tetraisopalmitate, Disodium EDTA, Sodium Hyaluronate, Glycyrrhiza Glabra (Licorice) Root Extract, Carbomer, Polysorbate 20, Palmitoyl Pentapeptide-4, Trimethylsiloxysilicate, Aluminum Hydroxide, Methicone May contain: CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573229944.png,FACE,Everyday BB Shine Free Loose Powder,59000,"Kini kamu yang memiliki kulit wajah cenderung berminyak tak perlu khawatir tampil tak fresh lagi. Cukup dengan Wardah Everyday Shine-Free Loose Powder dan kilat berlebih wajahmu dapat menghilang dengan sebuah tepuk! Oil absorber di dalamnya mengandung jutaan micropores yang bantu kendalikan minyak wajah berlebih. Wajahmu jadi tampak halus, lembut dan terasa fresh lagi!",Tepukkan lembut pada seluruh wajah terutama bagian yang terasa berminyak seperti daerah T-Zone.,"Corn (Zea Mays) Starch, Kaolin, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, HDI/Trimethylol Hexyllactone Crosspolymer, Mica, Zinc Myristate, Boron Nitride, Caprylic/Capric Triglyceride, Methyl Methacrylate Crosspolymer, Phenoxyethanol, Methicone, Dimethiconol Stearate, Ethylhexylglycerin."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581587695.png,LIPS,Everyday Cheek &amp; Liptint,45000,Tampil happy dan fresh setiap hari dengan warna Wardah Everyday Cheek & Lip Tint. Tambah rona wajah pada bibir dan pipi dengan Blushtensity Fit yang menyatu sempurna dengan warna kulit alami. Mengandung 7 Natural Essences yang melembabkan sekaligus menutrisi kulit. Bibir dan pipi pun merona alami tanpa terasa kering dengan Wardah Everyday Cheek&Lip Tint.,"Cheek: Tepukkan aplikator ke pipi secara ringan, langsung baurkan dengan jari untuk pipi meronamu. Lip: 1. Oleskan lip tint ke seluruh bibirmu hingga intensitas warna yang diinginkan tercapai 2. Untuk efek gradasi, oleskan lip int ke bagian dalam bibir lalu baurkan dengan jari","Aqua, Octyldodecanol, Glycerin, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Ethylcellulose, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Behenyl Alcohol, Stearyl Alcohol, Polysorbate 60, Tocopheryl Acetate, PEG-20 Phytosterol, Phenoxyethanol, Fragrance, Cetyl Alcohol, Phytosterols, Chlorphenesin, Squalane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Hydrogenated Lecithin, Oenothera Biennis Oil, Olive (Olea Europaea) Oil, Prunus Amygdalus Dulcis, Shea Butter (Butyrospermum Parkii), Simmondsia Chinensis (Jojoba) Seed Oil, Allantoin, Ethylhexylglycerin, Sorbitan Isostearate, Stevioside. May Contain:CI 16035, CI 17200, CI 45380, CI 45410"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581666469.png,LIPS,Long Lasting Lipstick,49500,"Formula dengan High Color Fixation Technology membuat bibirmu tampak cantik lebih lama. Memiliki warna yang intens dan formula lembut, membantu menjaga kelembaban alami bibir hingga tetap terlihat memukau. Tersedia dalam 19 varian warna yang sempurna!","1. Bersihkan bibir terlebih dahulu, 2. Aplikasikan Long Lasting Lipstick keseluruh bibir","Cyclomethicone, Isopropyl Myristate, Caprylic/Capric Triglyceride, Isohexadecane, Candelilla (Euphorbia Cerifera) Wax, Beeswax, Hydrogenated Polycyclopentadiene, Polyethylene, Carnauba (Copernicia Cerifera) Wax, Myristyl Lactate, Polyglyceryl-2 Triisostearate, Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Cetyl Acetate, Isododecane, Microcrystalline Wax, Polymethyl Methacrylate, Paraffin Wax, Stearyl Acetate, Polypropylene, Oleyl Acetate, Fragrance, BHT, Propylparaben, Methylparaben, Acetylated Lanolin Alcohol, Talc, Synthetic Fluorphlogopite, Isononyl Isononanoate, Isopropyl Titanium Triisostearate, Stearalkonium Hectorite, Propylene Carbonate, Polyhydroxystearic Acid  May Contain :CI 77891, CI 77492, CI 15850, CI 77491, CI 77499, CI 45410:2, CI 15850:1, CI 15850:2, CI 77742, CI 77019"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-3-1648519546.webp,FACE,Acnederm Face Powder,46000,"Bedak tabur translucent dirancang khusus dengan formula Derma Control Activities with Salicylic Acid+Soybean Extract untuk jenis kulit berjerawat atau cenderung berjerawat (wajah dengan minyak berlebih). Formula ringan dan tekstur yang halus tidak menyumbat pori-pori kulit. Dapatkan hasil bebas kilap, lembut, dan matte ","Ulaskan pada wajah dan leher yang telah dibersihkan., Untuk hasil maksimal gunakan secara rutin Wardah Acnederm Series.","DERMACONTROL ACTIVES, SALICYLIC ACID. Mica, Kaolin, Corn (Zea Mays) Starch, Zinc Stearate, Silica, Isopropyl Myristate, Hydrogen Dimethicone, Salicylic Acid, Triclosan, Allantoin, Methicone, Phenoxyethanol, Water, Butylene Glycol, Fragrance, Glycine Soja (Soybean) Protein, Aluminum Hydroxide.May contain:CI 77891, CI 77492, CI 77491, CI 77499."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1571148398.png,EYE,Eyeshadow,49500,Sapuan warna intens untuk menunjolkan keindahan mata. Dikombinaskan dalam tiga warna sempurna untuk membantu mengekspresikan bentuk terbaik dari matamu. Terbuat dari Microcoated Particle yang nyaman dan lembut saar diaplikasikan. Tersedia dalam 14 kombinasi warna yang sulit untuk dilewatkan,1. Aplikasikan Wardah Eyeshadow favorite mu ke bagian kelopak mata mu.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572511849.png,FACE,C-Defense DD Cream,32000,"Krim dengan UV Protection yang bantu mencerahkan, menghaluskan, dan meratakan warna kulit. dengan kandungan Allatoin, SPF 30, Vitamin C, Vitamin B3, dan Vitamin E yang membuat kulit tampak lebih cerah dan terlindungi dari radikal bebas. ",Oleskan merata pada permukaa wajah yang telah dibersihkan. Dapat digunakan langsung atau setelah menggunakan pelembab,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1571146994.png,LIPS,Lipbalm,23500,"Pelembab bibir berukuran mini dengan manfaat multiguna untuk bibir tetap tampak sehat terat. dengan kandungan Triple Moisture Care System yang melembabkan, vitamin E untuk nutrisi, dan kandungan tabir surya yang akan melindungi bibirmu dari paparan sinar UV. Tersedia dalam 3 varian yang menyenangkan!","1. Bersihkan bibir terlebih dahulu, 2. Aplikasikan Wardah Lipbalm keseluruh bibir",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1586396878.png,LIPS,Colorfit Velvet Matte Lip Mousse,67050,Liquid lipstick dengan tekstur mousse yang nyaman dipakai di bibir. ,"Gunakan Wardah Lipbalm atau Lipgloss sebelum menggunanakan lipstick yang bertujuan untuk melembabkan bibir., 1. Aplikasikan lipstik di bagian dalam bibir., 2. Gunakan ujung aplikator untuk merapikan pulasan lipstik hingga ke bagian ujung bibir., 3. Gunakan hingga seluruh warna merata di bibir cantikmu.","Cyclopentasiloxane, Dimethicone, Isododecane, Bis-Hydroxylauryl Dimethicone/IPDI Copolymer, Polyglyceryl-2 Triisostearate, Trimethylsiloxysilicate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Divinyldimethicone/Dimethicone Crosspolymer, Isohexadecane, Disteardimonium Hectorite, Propylene Carbonate, Phenoxyethanol, Ethylhexylglycerin, Methicone, Tocopheryl Acetate, Aluminum Hydroxide, Triethoxycaprylylsilane, Fragrance, Tocopherol. May Contain : CI 45410, CI 15850, CI 15850:1, CI 15850:2, CI 42090, CI 77491, CI 77492, CI 77499, CI 77891."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1656144338.webp,EYE,Optimum Hi-Black Eyeliner,72450,"Expressive, Consistent, & Long Wear. Tank-Eyeliner berbentuk pena dengan aplikator velvet felt-tip yang didesain khusus sehingga mudah digunakan. Menghasilkan garis hitam intens untuk aksentuasi bentuk mata maksimal yang tahan lama.","1. Sebaiknya penggunaan Eyeliner dilakukan setelah penggunaan Wardah Eyeshadow., 2. Gunakan Wardah Eye and Lip Make-Up Remover ketika akan membersihkan bagian mata dari Eyeliner., 3. Aplikasikan dari arah dalam ke luar eyeliner dengan satu tarikan garis untuk hasil sempurna.","Water, Propylene Glycol, Acrylates/Ethylhexyl Acrylate Copolymer, Laureth-21, Acrylates/Dimethylaminoethyl Methacrylate Copolymer, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Ammonium Acrylates Copolymer, Sodium Dehydroacetate, Sodium Laureth-12 Sulfate, Caprylyl Glycol, Ethylhexylglycerin, C11-15 Pareth-7, Butylene Glycol, Potasium Sorbate, Sodium Lauryl Sulfate, Disodium Laureth Sulfosuccinate, CI 77266."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573146762.png,EYE,Staylast Gel Eyeliner,50500,"All eyes are on your eyes. Eyeliner gel/krim yang lembut, cepat kering, dan smudge-proof, mempertahankan tampilan cantik matamu setiap hari. Dengan kuas yang didesain khusus untuk hasil yang presisi, membuatmu bisa berkreasi dengan garis tipis atau dramatis sekalipun.","Sebaiknya penggunaan Eyeliner dilakukan setelah penggunaan Wardah Eyeshadow. Gunakan Wardah Eye and Lip Make-Up Remover ketika akan membersihkan bagian mata dari Eyeliner., 1. baurkan gel eyeliner dengan menggunakan kuas pada posisi mendatar., 2. Jangan mengambil dengan posisi kuas tegak karena akan merusak kuas., 3. Aplikasikan dari arah dalam ke luar dengan satu tarikan garis., 4. Setelah aplikasi, bersihkan kelebihan eyeliner pada kuas dengan menggunakan tissue atau cotton bud","Isododecane, Trimethylsiloxysilicate, Polypropylsilsesquioxane, Cyclomethicone, Phenyl Trimethicone, Caprylyl Methicone, Disteardimonium Hectorite, Di-C-20-40 Alkyl Dimer Dilinoleate, Candelilla (Euphorbia Cerifera) Wax, Nylon-12, Stearyl Behenate, Silica, Propylene Carbonate, Hydrogenated Polyisobutene, Microcrystalline Wax, Dimethicone/Vinyl Dimethicone Crosspolymer, Cetyl Behenate, Stearyl Stearate, Phenoxyethanol, Carnauba (Copernicia Cerifera) Wax, Shea Butter (Butyrospermum Parkii), BHT, Dextrin Palmitate/Ethylhexanoate, Triethylene Glycol, Acrylates/Dimethicone Copolymer, CI 7726"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1656144163.webp,EYE,Staylast Liquid Eyeliner,42000,Let your eyes do the talk. Liquid Eyeliner diformulasikan dengan warna hitam yang intens dan cepat kering. Memberi kilauan natural sehingga memperindah dan menegaskan bentuk mata dengan natural.,"Sebaiknya penggunaan Eyeliner dilakukan setelah penggunaan Wardah Eyeshadow. Gunakan Wardah Eye and Lip Make-Up Remover ketika akan membersihkan bagian mata dari Eyeliner., 1. Kocok dahulu sebelum digunakan., 2. Tarik satu garis lurus dari bagian dalam mata ke arah luar mata.","Aqua, Butylene Glycol, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Hydrogenated Polyisobutene, Hydrogenated Polycyclopentadiene, Ceteth-20, Phenyl Trimethicone, PVP, Polyethylene, Benzyl Alcohol, Ethylhexylglycerin, Carnauba (Copernicia Cerifera) Wax, Sodium Laureth-12 Sulfate, Cetearyl Behenate, Stearic Acid, Synthetic Beeswax, Tocopheryl Acetate, Ozokerite, Potassium Sorbate, Xanthan Gum, Methylparaben, Tocopherol, Hectorite, Cellulose, Propylparaben, Ammonium Hydroxide, Disodium EDTA, Tetrasodium EDTA, PEG-40 Hydrogenated Castor Oil, Laureth-21, Sodium Dehydroacetate, CI 77266"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1620641553.jpg,LIPS,Intense Matte Lipstick,49500,"Matte and moist in a minute! True matte finished yang diformulasikan dengan Smooth Creamy Texture, Supreme Moisture Charge, dan kombinasi Highly Pigmented Colors menjadikan tampilan bibir cantik lembab dalam satu olesan. Rangkaian 12 warna terkini dan cantik memiliki ketahanan warna maksimal.","1. Putar lipstik keluar maksimal ¼ bagian (jangan terlalu tinggi)., 2. Pulaskan lipstik dari bagian tengah bibir atas lalu mengikuti kontur bibir, menuju arah kanan dan kiri., 3. Pulaskan lipstik ke seluruh permukaan bibir bawah.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581581240.png,LIPS,Exclusive Moist Lipstick,21500,Lipstick Moist dengan kilap alami yang memberikan kelembaban pada bibir dengan Aloe Vera Extract dan Vitamin E serta kesan bibir yang sehat,"1. Putar lipstik keluar maksimal ¼ bagian (jangan terlalu tinggi)., 2. Pulaskan lipstik dari bagian tengah bibir atas lalu mengikuti kontur bibir, menuju arah kanan dan kiri., 3. Pulaskan lipstik ke seluruh permukaan bibir bawah.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1582871415.png,LIPS,Exclusive Matte Lipstick,21500,Matte Lipstik dengan hasil yang lembut dan nyaman pada bibir dilengkapi dengan Vitamin E,"1. Putar lipstik keluar maksimal ¼ bagian (jangan terlalu tinggi)., 2. Pulaskan lipstik dari bagian tengah bibir atas lalu mengikuti kontur bibir, menuju arah kanan dan kiri., 3. Pulaskan lipstik ke seluruh permukaan bibir bawah.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1583745591.png,FACE,Exclusive Blush On,62500,"Wardah Exclusive Blush on yang tersedia dalam 2 varian warna yang cocok digunakan untuk berbagai warna kulit wanita indonesia, yaitu 01 Rosy Pink dan 02 Coral Peach Blush on yang di formulasikan khusus dengan :","1. Aplikasikan blush pada pipimu, 2. Sapukan dengan lembut aplikator pada blush, 3. Kemudian, baurkan blush hingga terlihat natural",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581578388.png,LIPS,Exclusive Matte Lip Cream,59850,"The Perfect Color Intensity for an Unforgettable Luxury. Lushlip Liquid & Colorbinding Pigments dengan tesktur velvet creamy sekali oles, ringan, intens dan lembut, serta memberikan efek matte yang cepat kering dan tidak lengket. Variasi warna mewah sempurna dapat bertahan lama di bibir sepanjang hari.","Gunakan Wardah Lip Balm atau Lipgloss sebelum menggunakan lipstik yang bertujuan untuk melembapkan bibir., 1. Aplikasikan lipstik di bagian dalam bibir., 2. Gunakan ujung aplikator untuk merapikan pulasan lipstik hingga ke bagian ujung bibir., 3. Gunakan hingga seluruh warna merata di bibir cantikmu.","Cyclopentasiloxane, Isododecane, Trisiloxane, Trimethylsiloxysilicate, Diisostearyl Malate, Synthetic beeswax, Disteardimonium Hectorite, Caprylyl Methicone, Aluminum Starch Octenylsuccinate, Propylene Carbonate, Silica Dimethyl Silylate, Tocopheryl Acetate, Cetyl Dimethicone, Propylparaben, Fragrance, Aluminum Hydroxide, Triethoxycaprylylsilane, Talc. May Contain :CI 45410:2, CI 15850:1, CI 42090, CI 77891, CI 15850:2, CI 77491, CI 77492, CI 77499, CI 15850"
